Index,0:？
291,在尘封秘岩（争夺战）只要所属连队的情报值总和<br>达到指定数值后便可取得胜利。<br>情报值的获取方法为以下2种。<br><br>　1.　打倒敌方连队的成员<br>　2.　占领亚拉戈石文<br><br>在限定时间内未能决出胜负的话，<br>则获得情报值最高的连队为优胜，并依照数值高低排出2、3位。
292,亚拉戈石文
293,尘封秘岩（争夺战）里存在几处“亚拉戈石文”，<br>其中有着大量“情报”，<br>通过占领“亚拉戈石文”，<br>可以持续获得这些“情报”。
294,■亚拉戈石文的停止与启动<br>亚拉戈石文有两种状态，一种是无法被占领的“停止状态”，<br>还有一种是可以被玩家占领的“启动状态”。<br>战斗开始时，所有的亚拉戈石文均为“停止状态”，<br>经过一定时间后，任何地点的亚拉戈石文都可能会进入“启动状态”。<br>从“启动状态”的亚拉戈石文中获取的情报是有限的，<br>当情报获取完之后，该亚拉戈石文会停止运作，<br>同时，会有其他地点的亚拉戈石文进入“启动状态”。<br><br>■占领亚拉戈石文<br>启动状态的亚拉戈石文有两种状态，<br>一种是没有被任何连队占领的“中立状态”，<br>还有一种是被任意连队占领的“占领状态”。<br>玩家通过接触启动状态的亚拉戈石文，<br>可以将“中立状态”的石文变为“占领状态”，<br>如果接触的是敌方已占领的亚拉戈石文，<br>可以将“占领状态”的石文变回“中立状态”。<br>在占领时如果受到敌人攻击，便会中断占领，<br>最好在击退周围敌人，确保附近安全后再进行占领。<br><br>■亚拉戈石文的等级<br>亚拉戈石文分为3个等级，分别是B级、A级和S级，<br>石文启动时，会随机选择等级，<br>虽然等级越高出现几率越低，<br>但是在占领时可持续获得的情报值也会多。<br><br>■时间带来的变化<br>经过的时间越长，同时启动的亚拉戈石文数量就会越少，<br>高等级亚拉戈石文启动的几率也会随之增加。
295,荣誉野（碎冰战）
296,地图说明
297,库尔札斯东部低地的荣誉野，<br>因加雷马帝国第七军团团长奈尔·范·达纳斯在此发现了<br>用以诱导“卫月”的古代遗迹浮岛而为世人所知。<br>在这片土地上，又有新的古代亚拉戈文明的遗物被发现了。<br>就这样，艾欧泽亚城邦军事同盟将这片冻结的山岳地带指定为了新的“法外战区”。<br>循着奈尔遗留下的线索，粉碎冻结的遗物，火热的战斗即将展开！
298,胜利条件
299,荣誉野（碎冰战）和尘封秘岩（争夺战）相同，<br>只要所属连队的情报值总和<br>达到指定数值后便可取得胜利。<br>情报值的获取方法为以下3种。<br><br>　1.　打倒敌方连队的成员<br>　2.　占领亚拉戈石文<br>　3.　破坏冰封的石文<br><br>在限定时间内未能决出胜负的话，<br>则获得情报值最高的连队为优胜，并依照数值高低排出2、3位。
300,亚拉戈石文
301,荣誉野（碎冰战）里存在几处“亚拉戈石文”，<br>亚拉戈石文有两种状态，一种是没有被任何连队占领的“中立状态”，<br>还有一种是被任意连队占领的“占领状态”。<br>在亚拉戈石文周围停留一段时间，便可以将其占领，<br>占领所需的时间会根据亚拉戈石文周围敌我双方的人数差进行变动。<br>除了占领时会获得一定量的情报值之外，<br>还会依照占领的数量，随时间流逝获得相应的情报值。<br>已经被占领的据点可以通过其他势力的连队“中立化”，<br>进而再次夺取。
302,冰封的石文
303,冰封的石文是地图上可以破坏的物体，<br>破坏冰封的石文可以获得情报值。<br>破坏时会根据造成的伤害量来分配相应的情报值。<br><br>■冰封的石文启动<br>冰封的石文有两种状态，一种是无法被破坏的停止状态，<br>还有一种是可以被玩家破坏的“启动状态”。<br>战斗开始时，所有冰封的石文均为停止状态，<br>经过一定时间后，任何地点的冰封的石文都可能会进入“启动状态”。<br>被破坏的冰封的石文不会再次启动，<br>随时间推移，还未启动过的石文会依次启动。<br>冰封的石文没有启动规律，有可能会在前期同时启动，<br>也有可能随时间推移依次启动，<br>可以确定的只有石文最终会全部启动。<br><br>■冰封的石文尺寸<br>冰封的石文分为大小2种，<br>大小不同耐久力不同，而且可获得的情报值上限也不同。
304,昂萨哈凯尔（竞争战）
305,地图说明
306,暮晖之民的各个部落为了获得壮丽辽阔的太阳神草原那肥沃土地的支配权，<br>于草原中央的昂萨哈凯尔展开了激烈的竞争。<br>其中奥勒奔部与黑涡团结盟、艾金部与双蛇党结盟、<br>而呼洛部则与恒辉队结盟，纷纷增强了自己的战力。<br>就这样，冒险者们为了各自的同盟部落开始奋勇参加“那达慕”。
307,胜利条件
308,在昂萨哈凯尔（竞争战）只要所属连队的战术值总和<br>达到指定数值后便可取得胜利。<br>战术值的获取方法为以下2种。<br><br>　1.　打倒敌方连队的成员<br>　2.　与无垢的大地签订契约<br><br>在限定时间内未能决出胜负的话，<br>则获得战术值最高的连队为优胜，并依照数值高低排出2、3位。
309,无垢的大地
310,"昂萨哈凯尔（竞争战）存在几处被称为“无垢的大地”的区域，<br>玩家通过与“无垢的大地”签订契约后所属连队便可以持续获得战略值。<br><br>■无垢的大地的状态<br>无垢的大地共分为4种状态，<br>状态必定会按照以下顺序发生变化。<br><br>1.　待机状态<br>待机状态是指无垢的大地处于未被激活的状态。<br>战斗开始时,所有的无垢的大地均为待机状态，<br>经过一定时间后，任何地点的无垢的大地都可能会进入预告状态。"
311,2.　预告状态<br>预告状态是指无垢的大地进入了即将能够契约的预告阶段。<br>预告状态中，在该处无垢的大地上空会用记号表示距离可契约状态的剩余时间。<br>该记号会随时间推移而逐渐成型，<br>最终记号完成时，无垢的大地进入可契约状态。
312,3.　可契约状态<br>可契约状态是指无垢的大地能够签订契约的状态。<br>玩家通过接触处于可契约状态的无垢的大地，并与其签下契约后，<br>无垢的大地便会与玩家所属的连队进入契约状态。<br>同时，在签订契约时如果受到敌人攻击，便会中断签订。
313,4.　契约状态<br>契约状态是指任意连队与无垢的大地签订了契约，<br>该连队的战略值持续增加的状态。<br>进入契约状态后的无垢的大地无法被敌方夺回。<br>在经过一段时间后，无垢的大地会自动解除契约并变回待机状态。<br>契约状态的无垢的大地变回待机状态后，<br>此时别处正处于待机状态的无垢的大地，将会进入预告状态。
314,■无垢的大地的等级<br>无垢的大地分为3个等级，分别是B级、A级和S级，<br>进入预告状态时，会随机选择等级，<br>虽然等级越高出现几率越低，<br>但是在签订契约后可持续获得的战略值也会多。<br>此外越靠近场地中心，就越有可能出现高等级的无垢的大地。<br>■时间带来的变化<br>经过的时间越长，同时出现的无垢的大地数量就会越少，<br>高等级无垢的大地出现的几率也会随之增加。
315,关于昔日重现模式向导
316,昔日重现模式向导是<br>只有重现模式里才会出现的专用向导。<br><br>向导会显示现在所处的章节，<br>以及接下来可以推进的任务情报。<br><br>
317,出海垂钓
318,概要
319,出海垂钓是最多可以24人参加，<br>乘坐由捕鱼人行会运营的大型渔船“努力号”出发前往海上，<br>享受钓鱼乐趣的捕鱼人专用任务。
320,■基本信息<br>出海垂钓可以以单人或组队形式参加，<br>1次最多可以有24人乘船参加。<br>以单人或非8人满编小队参加的话，<br>任务中会自动组成满编小队（8人）。<br>出海后会经过3个海域，之后返回利姆萨·罗敏萨。<br><br>■参加方法<br>可以与渡轮码头的德瑞斯库托塔对话<br>进行乘船登记后便可搭乘“努力号”。<br>每2小时设有15分钟（地球时间）的乘船登记时间。<br>以小队参加时，需要小队队长进行乘船登记，<br>单人参加时需自己进行乘船登记。<br>完成乘船登记后，每当登记人数满足24人后渔船便会出港。<br>此外，如果人数未达到24人，渔船会在乘船登记时间开始15分钟后出港。<br>乘船登记开始时间可以从“努力号航运表”进行确认。<br><br>■报酬<br>在船上钓鱼并满足特定条件后，<br>可以获得成就报酬的称号、宠物以及坐骑等等。<br>此外如果捕鱼人等级在50级以上并完成了特定的任务后，<br>还可以获得大地工票。
321,关于专用钓饵
322,捕鱼人行会开发出了面向出海垂钓的专用钓饵。<br>运用该鱼饵可以钓到各种各样的鱼类。<br>但是只使用专用钓饵无法钓到所有种类的鱼。<br>如果想要钓到更多种类的鱼，<br>请尝试使用不同的钓饵。<br>专用钓饵可以在渡轮码头或“努力号”船内购买。
323,关于幻海流
324,满足特定条件后，<br>会发生名为“幻海流”的特殊天气。<br>幻海流期间渔船周围会出现大量鱼群，<br>此时正是大量钓鱼的绝好时机。<br><br>此外“幻海流”期间还会出现平常天气中不会出现的鱼类。
325,关于渔分
326,出海垂钓任务中，钓到鱼之后会获得渔分。<br>根据渔分的多少，在任务完成时获得的报酬会发生变化。<br>此外，将钓到的鱼类放生或从背包舍弃都不会减少渔分。<br>航海中获得的渔分可以从任务中表示的专用窗口进行确认。<br><br>另外也可以通过专用窗口打开“钓鱼成果一览”查看自己详细的成绩。
327,关于航海完成时的钓鱼成果
328,当航海结束时会发表个人与全体的钓鱼成果。<br>在航海的过程中，当钓鱼满足特定条件后，<br>会发生渔分增加的奖励。<br>获得的奖励会在航海结束时反映到钓鱼成果中。<br><br>■个人钓鱼成果<br>可以确认自己钓到的鱼类的情报以及合计获得的渔分。<br>此外还可以确认获得的奖励。<br><br>■全体钓鱼成果<br>可以确认自己以及全船队员中排名前10位以内队员的合计渔分。<br><br>如果中途退出的话，将无法确认钓鱼成果，<br>因此也将无法获得渔分的报酬，请多加注意。
329,关于奖励
330,出海垂钓会根据钓鱼成果获得各种奖励。<br><br>奖励的获得条件分为几个种类，<br>比如“获得一定以上的渔分”、“钓到特定的鱼类”、<br>“小队钓到一定数量以上的特定鱼类”等等。<br><br>具体哪种鱼类会成为奖励的对象，<br>可以通过在任务中打开的钓鱼成果一览<br>以及航海结束时的“个人钓鱼成果”进行确认。
