key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
165,"fisher",60,"Yellow Gatherers' Scrip","Velodyna Grass Carp",1,False,752,738,690,300,12,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
166,"fisher",62,"Yellow Gatherers' Scrip","Butterfly Fish",1,False,127,124,115,300,10,"MasterpieceSupplyMultiplier#1",63,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
167,"fisher",64,"Yellow Gatherers' Scrip","Yanxian Koi",1,False,492,483,451,275,12,"MasterpieceSupplyMultiplier#1",64,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
168,"fisher",64,"Yellow Gatherers' Scrip","Killifish",1,False,12,11,9,275,12,"MasterpieceSupplyMultiplier#1",65,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
169,"fisher",66,"Yellow Gatherers' Scrip","Tao Bitterling",1,False,55,54,49,250,12,"MasterpieceSupplyMultiplier#1",67,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
170,"fisher",66,"Yellow Gatherers' Scrip","Samurai Fish",1,False,17,16,14,250,12,"MasterpieceSupplyMultiplier#1",67,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
171,"fisher",68,"Yellow Gatherers' Scrip","Daio Squid",1,False,1125,1105,1034,225,12,"MasterpieceSupplyMultiplier#1",68,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
172,"fisher",68,"Yellow Gatherers' Scrip","Mitsukuri Shark",1,False,944,927,819,120,10,"MasterpieceSupplyMultiplier#10",68,0,"Cherubfish",1,False,309,303,267,120,10,"MasterpieceSupplyMultiplier#10",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
173,"fisher",68,"Yellow Gatherers' Scrip","Eternal Eye",1,False,48,47,40,120,10,"MasterpieceSupplyMultiplier#10",69,0,"Silken Sunfish",1,False,884,868,767,120,10,"MasterpieceSupplyMultiplier#10",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
174,"carpenter",70,"Yellow Crafters' Scrip","Molybdenum Trident",1,False,1010,780,560,223,56,"MasterpieceSupplyMultiplier#1",68,0,"Zelkova Longbow",1,False,1010,780,560,223,62,"MasterpieceSupplyMultiplier#1",68,0,"Zelkova Cane",1,False,1010,780,560,264,66,"MasterpieceSupplyMultiplier#1",68,0,"Zelkova Earrings",1,False,1040,810,580,130,25,"MasterpieceSupplyMultiplier#1",69,0,"Zelkova Necklace",1,False,1040,810,580,167,29,"MasterpieceSupplyMultiplier#1",69,0,"Zelkova Bracelets",1,False,1040,810,580,205,44,"MasterpieceSupplyMultiplier#1",69,0,"Zelkova Ring",1,False,1040,810,580,92,10,"MasterpieceSupplyMultiplier#1",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
175,"carpenter",70,"Yellow Crafters' Scrip","Zelkova Fishing Rod",1,False,1060,830,590,189,61,"MasterpieceSupplyMultiplier#1",70,0,"Almandine Grinding Wheel",1,False,1060,830,590,154,48,"MasterpieceSupplyMultiplier#1",70,0,"Zelkova Spinning Wheel",1,False,1060,830,590,154,37,"MasterpieceSupplyMultiplier#1",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
176,"blacksmith",70,"Yellow Crafters' Scrip","Molybdenum Knuckles",1,False,1010,780,560,223,46,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum War Axe",1,False,1010,780,560,223,61,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum Longblade",1,False,1010,780,560,264,76,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum Halfheart Saw",1,False,1040,810,580,205,52,"MasterpieceSupplyMultiplier#1",69,0,"Molybdenum Lump Hammer",1,False,1040,810,580,205,52,"MasterpieceSupplyMultiplier#1",69,0,"Molybdenum Creasing Knife",1,False,1040,810,580,205,51,"MasterpieceSupplyMultiplier#1",69,0,"Molybdenum Pickaxe",1,False,1040,810,580,242,66,"MasterpieceSupplyMultiplier#1",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
177,"blacksmith",70,"Yellow Crafters' Scrip","Molybdenum Claw Hammer",1,False,1060,830,590,154,42,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum File",1,False,1060,830,590,120,35,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Pliers",1,False,1060,830,590,154,42,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Awl",1,False,1060,830,590,154,42,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Mortar",1,False,1060,830,590,120,28,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Culinary Knife",1,False,1060,830,590,154,37,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Sledgehammer",1,False,1060,830,590,154,42,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Scythe",1,False,1060,830,590,154,37,"MasterpieceSupplyMultiplier#1",70,0
178,"armorer",70,"Yellow Crafters' Scrip","Molybdenum Headgear of Fending",1,False,1010,780,560,223,57,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum Greaves of Fending",1,False,1040,810,580,205,61,"MasterpieceSupplyMultiplier#1",69,0,"Molybdenum Plate Belt of Fending",1,False,1010,780,560,223,56,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum Headgear of Maiming",1,False,1010,780,560,223,52,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum Armguards of Maiming",1,False,1040,810,580,205,56,"MasterpieceSupplyMultiplier#1",69,0,"Molybdenum Plate Belt of Maiming",1,False,1010,780,560,223,51,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum Armguards of Striking",1,False,1040,810,580,205,56,"MasterpieceSupplyMultiplier#1",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
179,"armorer",70,"Yellow Crafters' Scrip","Molybdenum Tassets of Fending",1,False,1060,830,590,189,56,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Tassets of Maiming",1,False,1060,830,590,189,61,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Alembic",1,False,1060,830,590,189,47,"MasterpieceSupplyMultiplier#1",70,0,"Molybdenum Frypan",1,False,1060,830,590,189,47,"MasterpieceSupplyMultiplier#1",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
180,"goldsmith",70,"Yellow Crafters' Scrip","Palladium Planisphere",1,False,1040,810,580,317,96,"MasterpieceSupplyMultiplier#1",69,0,"Molybdenum Earring of Slaying",1,False,1010,780,560,141,42,"MasterpieceSupplyMultiplier#1",68,0,"Molybdenum Earring of Casting",1,False,1010,780,560,141,42,"MasterpieceSupplyMultiplier#1",68,0,"Palladium Choker of Healing",1,False,1010,780,560,182,51,"MasterpieceSupplyMultiplier#1",68,0,"Palladium Bracelet of Slaying",1,False,1010,780,560,223,42,"MasterpieceSupplyMultiplier#1",68,0,"Palladium Ring of Fending",1,False,1010,780,560,141,32,"MasterpieceSupplyMultiplier#1",68,0,"Palladium Ring of Aiming",1,False,1010,780,560,141,32,"MasterpieceSupplyMultiplier#1",68,0,"Palladium Needle",1,False,1040,810,580,205,46,"MasterpieceSupplyMultiplier#1",69,0
181,"goldsmith",70,"Yellow Crafters' Scrip","Imperial Jade Earrings of Fending",1,False,1060,830,590,171,57,"MasterpieceSupplyMultiplier#1",70,0,"Imperial Jade Earrings of Slaying",1,False,1060,830,590,171,62,"MasterpieceSupplyMultiplier#1",70,0,"Imperial Jade Earrings of Aiming",1,False,1060,830,590,171,57,"MasterpieceSupplyMultiplier#1",70,0,"Imperial Jade Earrings of Healing",1,False,1060,830,590,171,57,"MasterpieceSupplyMultiplier#1",70,0,"Imperial Jade Necklace of Fending",1,False,1060,830,590,171,52,"MasterpieceSupplyMultiplier#1",70,0,"Imperial Jade Necklace of Slaying",1,False,1060,830,590,171,52,"MasterpieceSupplyMultiplier#1",70,0,"Imperial Jade Necklace of Aiming",1,False,1060,830,590,171,57,"MasterpieceSupplyMultiplier#1",70,0,"Imperial Jade Necklace of Casting",1,False,1060,830,590,171,52,"MasterpieceSupplyMultiplier#1",70,0
182,"leatherworker",70,"Yellow Crafters' Scrip","Gazelleskin Brais of Maiming",1,False,1040,810,580,280,90,"MasterpieceSupplyMultiplier#1",69,0,"Gazelleskin Open-toed Boots of Striking",1,False,1010,780,560,305,85,"MasterpieceSupplyMultiplier#1",68,0,"Gazelleskin Twinbelt of Striking",1,False,1010,780,560,223,61,"MasterpieceSupplyMultiplier#1",68,0,"Gazelleskin Armguards of Aiming",1,False,1040,810,580,280,90,"MasterpieceSupplyMultiplier#1",69,0,"Gazelleskin Brais of Scouting",1,False,1040,810,580,280,85,"MasterpieceSupplyMultiplier#1",69,0,"Gazelleskin Twinbelt of Scouting",1,False,1010,780,560,223,56,"MasterpieceSupplyMultiplier#1",68,0,"Gazelleskin Coat of Healing",1,False,1040,810,580,317,94,"MasterpieceSupplyMultiplier#1",69,0,"Gazelleskin Boots of Healing",1,False,1010,780,560,264,52,"MasterpieceSupplyMultiplier#1",68,0
183,"leatherworker",70,"Yellow Crafters' Scrip","Gazelleskin Ringbelt of Striking",1,False,1060,830,590,189,61,"MasterpieceSupplyMultiplier#1",70,0,"Gazelleskin Ringbelt of Aiming",1,False,1060,830,590,189,61,"MasterpieceSupplyMultiplier#1",70,0,"Gazelleskin Gloves of Crafting",1,False,1060,830,590,154,48,"MasterpieceSupplyMultiplier#1",70,0,"Fur-lined Gazelleskin Boots",1,False,1060,830,590,240,80,"MasterpieceSupplyMultiplier#1",70,0,"Gazelleskin Belt of Gathering",1,False,1060,830,590,120,33,"MasterpieceSupplyMultiplier#1",70,0,"Gazelleskin Earrings",1,False,1060,830,590,120,28,"MasterpieceSupplyMultiplier#1",70,0,"Gazelleskin Choker",1,False,1060,830,590,120,28,"MasterpieceSupplyMultiplier#1",70,0,"Gazelleskin Wristband",1,False,1060,830,590,154,43,"MasterpieceSupplyMultiplier#1",70,0
184,"weaver",70,"Yellow Crafters' Scrip","Twinsilk Slops of Aiming",1,False,1040,810,580,317,94,"MasterpieceSupplyMultiplier#1",69,0,"Twinsilk Hood of Healing",1,False,1010,780,560,264,73,"MasterpieceSupplyMultiplier#1",68,0,"Twinsilk Slops of Healing",1,False,1040,810,580,317,99,"MasterpieceSupplyMultiplier#1",69,0,"Twinsilk Hood of Casting",1,False,1010,780,560,264,71,"MasterpieceSupplyMultiplier#1",68,0,"Twinsilk Slops of Casting",1,False,1040,810,580,317,94,"MasterpieceSupplyMultiplier#1",69,0,"Twinsilk Sash of Casting",1,False,1010,780,560,182,42,"MasterpieceSupplyMultiplier#1",68,0,"Twinsilk Corset of Healing",1,False,1040,810,580,205,52,"MasterpieceSupplyMultiplier#1",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
185,"weaver",70,"Yellow Crafters' Scrip","Serge Knit Cap",1,False,1060,830,590,189,75,"MasterpieceSupplyMultiplier#1",70,0,"Twinsilk Suspenders",1,False,1060,830,590,258,91,"MasterpieceSupplyMultiplier#1",70,0,"Cropped Twinsilk Slops",1,False,1060,830,590,189,67,"MasterpieceSupplyMultiplier#1",70,0,"Serge Hood",1,False,1060,830,590,206,85,"MasterpieceSupplyMultiplier#1",70,0,"Serge Poncho",1,False,1060,830,590,240,94,"MasterpieceSupplyMultiplier#1",70,0,"Serge Work Gloves",1,False,1060,830,590,154,52,"MasterpieceSupplyMultiplier#1",70,0,"Twinsilk Slops of Gathering",1,False,1060,830,590,189,57,"MasterpieceSupplyMultiplier#1",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
186,"alchemist",70,"Yellow Crafters' Scrip","Gazelleskin Grimoire",1,False,1010,780,560,223,57,"MasterpieceSupplyMultiplier#1",68,0,"Gazelleskin Codex",1,False,1010,780,560,223,57,"MasterpieceSupplyMultiplier#1",68,0,"Infusion of Vitality",1,False,1040,810,580,205,21,"MasterpieceSupplyMultiplier#1",69,0,"Infusion of Mind",1,False,1040,810,580,205,21,"MasterpieceSupplyMultiplier#1",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
187,"alchemist",70,"Yellow Crafters' Scrip","Infusion of Strength",1,False,1060,830,590,189,21,"MasterpieceSupplyMultiplier#1",70,0,"Infusion of Dexterity",1,False,1060,830,590,189,21,"MasterpieceSupplyMultiplier#1",70,0,"Infusion of Intelligence",1,False,1060,830,590,189,21,"MasterpieceSupplyMultiplier#1",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
188,"culinarian",70,"Yellow Crafters' Scrip","Onigara-yaki",1,False,1010,780,560,141,9,"MasterpieceSupplyMultiplier#1",68,0,"Boiled Amberjack Head",1,False,1010,780,560,199,22,"MasterpieceSupplyMultiplier#1",68,0,"Miso Dengaku",1,False,1040,810,580,179,17,"MasterpieceSupplyMultiplier#1",69,0,"Doman Tea",1,False,1010,780,560,168,13,"MasterpieceSupplyMultiplier#1",68,0,"Chirashi-zushi",1,False,1040,810,580,182,23,"MasterpieceSupplyMultiplier#1",69,0,"Jerked Jhammel",1,False,1040,810,580,185,17,"MasterpieceSupplyMultiplier#1",69,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
189,"culinarian",70,"Yellow Crafters' Scrip","Steamed Grouper",1,False,1060,830,590,168,27,"MasterpieceSupplyMultiplier#1",70,0,"Stewed River Bream",1,False,1060,830,590,168,24,"MasterpieceSupplyMultiplier#1",70,0,"Jhammel Moussaka",1,False,1060,830,590,168,21,"MasterpieceSupplyMultiplier#1",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
190,"miner",70,"Yellow Gatherers' Scrip","Molybdenum Ore",1,False,530,500,470,32,10,"MasterpieceSupplyMultiplier#5",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
191,"miner",70,"Yellow Gatherers' Scrip","Raw Imperial Jade",1,False,530,500,470,180,22,"MasterpieceSupplyMultiplier#9",68,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
192,"miner",70,"Yellow Gatherers' Scrip","Raw Rhodonite",1,False,530,500,470,175,23,"MasterpieceSupplyMultiplier#9",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
193,"miner",70,"Yellow Gatherers' Scrip","Chromite Ore",1,False,530,500,470,175,23,"MasterpieceSupplyMultiplier#9",70,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
194,"miner",70,"Yellow Gatherers' Scrip","Palladium Ore",1,False,530,500,470,175,23,"MasterpieceSupplyMultiplier#9",70,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
195,"botanist",70,"Yellow Gatherers' Scrip","Zelkova Log",1,False,530,500,470,32,10,"MasterpieceSupplyMultiplier#5",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
196,"botanist",70,"Yellow Gatherers' Scrip","Jhammel Ginger",1,False,530,500,470,180,22,"MasterpieceSupplyMultiplier#9",68,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
197,"botanist",70,"Yellow Gatherers' Scrip","Othardian Plum",1,False,530,500,470,175,23,"MasterpieceSupplyMultiplier#9",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
198,"botanist",70,"Yellow Gatherers' Scrip","Rhea",1,False,530,500,470,175,23,"MasterpieceSupplyMultiplier#9",70,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
199,"botanist",70,"Yellow Gatherers' Scrip","Torreya Log",1,False,530,500,470,175,23,"MasterpieceSupplyMultiplier#9",70,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
200,"fisher",70,"Yellow Gatherers' Scrip","Thousandfang",1,False,964,947,837,120,10,"MasterpieceSupplyMultiplier#11",70,0,"Fangshi",1,False,351,344,303,120,10,"MasterpieceSupplyMultiplier#11",70,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
