Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？,7:？,8:？,9:？,10:？,11:？
279,3,1,18,0,0,/blueaction,,/青魔法技能 青魔法名 代名词<br>/blueaction<br>对指定目标使用指定青魔法技能。<br>在技能会使用到地面目标的情况下，会对指定目标使用指定技能。省略代名词时则会启动地面目标模式。<br><br>>>示例<br>/青魔法技能 水炮 <目标><br>对当前所选择的目标执行技能“水炮”。,/青魔法技能,,36,0
301,2,1,2,0,0,/autolockon,,/自动锁定 子命令<br>/autolockon<br>开启“开始自动攻击时自动锁定”功能。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启自动锁定。<br>{{color|id=506|关(off)}}<br>　关闭自动锁定。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/自动锁定,,36,0
302,2,1,2,0,0,/autofacetarget,,/自动转向目标 子命令<br>/autofacetarget<br>开启角色设置中“发动技能时转身面向目标”的功能。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启自动转向目标。<br>{{color|id=506|关(off)}}<br>　关闭自动转向目标。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/自动转向目标,,36,0
303,2,1,2,0,0,/targetring,,/目标环 子命令<br>/targetring<br>显示目标环。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启目标环显示。<br>{{color|id=506|关(off)}}<br>　关闭目标环显示。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/目标环,,36,0
304,2,1,2,0,0,/targetline,,/目标线 子命令<br>/targetline<br>显示目标线。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启目标线显示。<br>{{color|id=506|关(off)}}<br>　关闭目标线显示。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/目标线,,36,0
305,2,1,2,0,0,/linkline,,/联系线 子命令<br>/linkline<br>显示联系线。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启联系线显示。<br>{{color|id=506|关(off)}}<br>　关闭联系线显示。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/联系线,,36,0
306,2,1,2,0,0,/autotarget,,/自动选中 子命令<br>/autotarget<br>开启“未选中目标时自动选中”的功能。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启自动选中功能。<br>{{color|id=506|关(off)}}<br>　关闭自动选中功能。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/自动选中,,36,0
307,2,1,2,0,0,/displayhead,,/显示头部装备 子命令<br>/displayhead<br>显示自己的头部装备。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启头部装备显示。<br>{{color|id=506|关(off)}}<br>　关闭头部装备显示。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/显示头部装备,,36,0
308,2,1,2,0,0,/displayarms,,/显示武器 子命令<br>/displayarms<br>收回武器时显示自己的主手装备及副手装备。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启武器显示。<br>{{color|id=506|关(off)}}<br>　关闭武器显示。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/显示武器,,36,0
309,2,1,2,0,0,/autosheathe,/ashathe,/自动收回武器 子命令<br>/autosheathe、/ashathe<br>开启自动收回武器的功能。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启武器自动收回功能。<br>{{color|id=506|关(off)}}<br>　关闭武器自动收回功能。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/自动收回武器,,36,0
310,2,1,2,0,0,/targetself,,/选中自己 子命令<br>/targetself<br>开启可以选中自己作为目标的功能。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启选中自己功能。<br>{{color|id=506|关(off)}}<br>　关闭选中自己功能。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/选中自己,,36,0
311,2,1,2,0,0,/groundclick,,/场景点击 子命令<br>/groundclick<br>开启点击场景取消选中目标的功能。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启。<br>{{color|id=506|关(off)}}<br>　关闭。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换,/场景点击,,36,0
312,4,3,2,2,2,/chatlog,,/消息窗口 子命令<br>/chatlog<br>对消息窗口进行设置。<br>>>子命令<br><if (<param:操作方式> == 1) { {{color|id=506|字体(fontsize) 数值}}<br>　调整字体大小。<br>{{color|id=506|时间(time) 开(on)}}<br>　在消息栏中开启时间显示。<br>{{color|id=506|时间(time) 关(off)}}<br>　在消息栏中关闭时间显示。<br>{{color|id=506|时间(time)}}<br>　在消息栏中切换是否显示时间。<br> } else { {{color|id=506|字体(fontsize) 消息栏编号 数值}}<br>　调整指定编号消息栏中的字体大小。<br>{{color|id=506|时间(time) 消息栏编号 开(on)}}<br>　在指定编号消息栏中开启时间显示。<br>{{color|id=506|时间(time) 消息栏编号 关(off)}}<br>　在指定编号消息栏中关闭时间显示。<br>{{color|id=506|时间(time) 消息栏编号}}<br>　在指定编号消息栏中切换是否显示时间。<br> }>{{color|id=506|时间(time) 12}}<br>　以12小时制显示时间。<br>{{color|id=506|时间(time) 24}}<br>　以24小时制显示时间。<br>{{color|id=506|时间(time) 本地(local)}}<br>　将显示时间切换到本地系统基准。<br>{{color|id=506|时间(time) 服务器(server)}}<br>　将显示时间切换到服务器系统基准。<br>{{color|id=506|提示音(call) 聊天频道名 开(on)}}<br>　收到指定聊天频道的消息时开启音效提示，省略聊天频道名会默认为悄悄话频道。<br>{{color|id=506|提示音(call) 聊天频道名 关(off)}}<br>　收到指定聊天频道的消息时关闭音效提示，省略聊天频道名会默认为悄悄话频道。<br>{{color|id=506|提示音(call) 聊天频道名 音效编号}}<br>　收到指定聊天频道的消息时响起指定编号的音效，省略聊天频道名会默认为悄悄话频道。<br>{{color|id=506|提示音(call) 聊天频道名}}<br>　切换收到指定聊天频道的消息时是否开启音效，省略聊天频道名会默认为悄悄话频道。<br>【指定聊天频道名】<br>他人对自己做出的情感动作(emote)　悄悄话(tell)　小队(party)　部队(freecompany)　团队(alliance)　通讯贝1～8(linkshell1～8) 新人(beginner)　战队(pvpteam)　跨服贝1～8(cwlinkshell1～8),/消息窗口,,36,0
313,3,2,2,2,0,/battleeffect,,/战斗特效 目标 类型<br>/battleeffect<br>对角色设置中的“战斗特效”进行设置。<br>>>目标<br>{{color|id=506|自己(self)}}<br>　以“自己”为目标。<br>{{color|id=506|小队(party)}}<br>　以“小队”为目标。<br>{{color|id=506|他人(other)}}<br>　以“他人”为目标。<br>>>类型<br>{{color|id=506|全部(all)}}<br>　设置为“完全显示”。<br>{{color|id=506|简单(simple)}}<br>　设置为“简单显示”。<br>{{color|id=506|关(off)}}<br>　设置为“不显示”。<br>{{color|id=506|无子命令}}<br>　在“完全显示”和“不显示”之间切换。,/战斗特效,,228,0
314,3,2,4,2,0,/hud,,"/指定窗口 窗口名 子命令<br>/hud<br>设置是否显示指定的界面窗口。<br>>>窗口名<br>目标情报(TargetInfo,target)<br>目标情报：体力栏(TargetInfo:HP)<br>目标情报：咏唱栏(TargetInfo:CastBar)<br>目标情报：状态效果(TargetInfo:Status)<br>焦点目标情报(FocusTarget,focus)<br>小队列表(PartyList,party)<br>敌对列表(EnemyList,enemy)<br>角色参数(MyParam,param)<br>导向地图(NaviMap,navi)<br>快捷指令(MainCommand,main)<br>基本情报(GeneralInfo,dtr)<br>所持金币(CurrencyStatus,gil)<br>背包缩略图(ItemSign,bag)<br>任务情报(ToDoList,todo)<br>道具帮助(ItemHelp,item)<br>技能帮助(ActionHelp,action)<br>极限槽(LimitGauge,limit)<br>经验值栏(ExpBar,exp)<br>状态效果(BuffDebuffStatus,buff)<br>状态效果：强化状态(Status:Buff)<br>状态效果：弱化状态(Status:Debuff)<br>状态效果：其他状态(Status:Other)<br>团队列表1(AllianceList1,alist1)<br>团队列表2(AllianceList2,alist2)<br>热键栏1～10(Hotbar1～10)<br>特殊热键栏(HotbarEx)<br>十字热键栏(Crosshotbar)<br>主线向导(ScenarioGuide)<br>纷争前线：战意槽(Frontline:BattleGauge)<br>烈羽争锋：团队列表(RivalWings:Alliance)<br>烈羽争锋：哥布林佣兵情报(RivalWings:Mercenary)<br>群狼盛宴：我方情报(TheFeast:AllyInfo)<br>群狼盛宴：敌方情报(TheFeast:EnemyInfo)<br><br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启指定窗口显示。<br>{{color|id=506|关(off)}}<br>　关闭指定窗口显示。<br>{{color|id=506|无子命令}}<br>　在开启和关闭之间切换。<br>>>示例<br>/指定窗口 基本情报<br>令基本情报窗口在开启和关闭之间切换。",/指定窗口,,32,0
315,6,3,2,3,7,/hotbar,,/热键栏 子命令<br>/hotbar<br>对热键栏进行操作及设置。只能在非对战区域内使用。<br>>>子命令<br>{{color|id=506|设置(set)}}或{{color|id=506|技能(action) 技能名 编号1 编号2}}<br>　将指定技能设置到编号1热键栏的编号2位置上。编号1可以用“当前(current)”来表示当前热键栏1位置的热键栏。省略编号2会默认为设置到编号最小的空位上。两个编号都省略则会默认设置到编号最小热键栏的编号最小空位上。<br>{{color|id=506|青魔法技能(blueaction) 青魔法名 编号1 编号2}}<br>　将指定青魔法设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|共通技能(general) 共通技能名 编号1 编号2}}<br>　将指定共通技能设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|道具(item) 道具名 编号1 编号2}}<br>　将指定道具设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|情感动作(emote) 情感动作名 编号1 编号2}}<br>　将指定情感动作设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|搭档(buddy) 搭档技能名 编号1 编号2}}<br>　将指定搭档技能设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|召唤兽(pet) 召唤兽技能名 编号1 编号2}}<br>　将指定召唤兽技能设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|宠物(minion) 宠物名 编号1 编号2}}<br>　将指定宠物设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|坐骑(mount) 坐骑名 编号1 编号2}}<br>　将指定坐骑设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|标记(marking) 标记名 编号1 编号2}}<br>　将指定标记设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|场景标记(waymark) 场景标记名 编号1 编号2}}<br>　将指定场景标记设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|更换(change) 编号}}<br>　将指定编号的热键栏切换到默认热键栏1的位置。编号用“下一个(next)”或“上一个(prev)”可以将当前热键栏1位置所表示的技能切换到上一组或者下一组热键。<br>{{color|id=506|复制(copy) 职业名1 编号1 职业名2 编号2}}<br>　将职业名1的编号1热键栏的内容复制到职业名2的编号2热键栏上。职业名设置为“当前(current)”时会指定当前的职业。职业名设置为“共通(share)”时会指定共通热键栏。<br>{{color|id=506|显示(display) 编号 开(on)}}<br>　显示指定编号的热键栏。<br>{{color|id=506|显示(display) 编号 关(off)}}<br>　关闭显示指定编号的热键栏。<br>{{color|id=506|显示(display) 编号}}<br>　在显示和不显示之间切换。<br>{{color|id=506|共通(share) 编号 开(on)}}<br>　将指定编号的热键栏设置成全职业共通。<br>{{color|id=506|共通(share) 编号 关(off)}}<br>　将指定编号的热键栏从全职业共通改为当前职业专用。<br>{{color|id=506|共通(share) 编号}}<br>　设置指定编号的热键栏在当前职业专用和全职业共通之间切换。<br>{{color|id=506|清除(remove) 编号1 编号2}}<br>　解除编号1热键栏编号2位置上的技能或用户宏指令。编号2设置为“全部(all)”的时候会将该热键栏上的所有指令都解除。<br>>>示例<br>/热键栏 设置 随机坐骑 1 1<br>将“随机坐骑”放入热键栏1的位置1中。<br>/热键栏 更换 2<br>将热键栏2的内容切换到默认热键栏1的位置。,/热键栏,,36,0
316,6,3,2,3,7,/crosshotbar,/chotbar,/十字热键栏 子命令<br>/crosshotbar、/chotbar<br>对十字热键栏进行操作及设置。只能在非对战区域内使用。<br>>>子命令<br>{{color|id=506|设置(set)}}或{{color|id=506|技能(action) 技能名 编号 位置}}<br>　将指定技能设置到指定编号十字热键栏的指定位置上。编号可以用“当前(current)”来表示当前的十字热键栏。<br>{{color|id=506|青魔法技能(blueaction) 青魔法名 编号 位置}}<br>　将指定青魔法设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|共通技能(general) 共通技能名 编号 位置}}<br>　将指定共通技能设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|道具(item) 道具名 编号 位置}}<br>　将指定道具设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|情感动作(emote) 情感动作名 编号 位置}}<br>　将指定情感动作设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|搭档(buddy) 搭档技能名 编号 位置}}<br>　将指定搭档技能设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|召唤兽(pet) 召唤兽技能名 编号 位置}}<br>　将指定召唤兽技能设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|宠物(minion) 宠物名 编号 位置}}<br>　将指定宠物设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|坐骑(mount) 坐骑名 编号 位置}}<br>　将指定坐骑设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|标记(marking) 标记名 编号 位置}}<br>　将指定标记设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|场景标记(waymark) 场景标记名 编号 位置}}<br>　将指定场景标记设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|更换(change) 编号}}<br>　切换到指定编号的十字热键栏。编号用“下一个(next)”或“上一个(prev)”可以将当前十字热键栏位置所表示的技能切换到上一组或者下一组热键。<br>{{color|id=506|复制(copy) 职业名1 编号1 职业名2 编号2}}<br>　将职业名1的编号1十字热键栏的内容复制到职业名2的编号2十字热键栏上。职业名设置为“当前(current)”时会指定当前的职业。职业名设置为“共通(share)”时会指定共通热键栏。<br>{{color|id=506|共通(share) 编号 开(on)}}<br>　将指定编号的十字热键栏设置成全职业共通。<br>{{color|id=506|共通(share) 编号 关(off)}}<br>　将指定编号的十字热键栏从全职业共通改为当前职业专用。<br>{{color|id=506|共通(share) 编号}}<br>　设置指定编号的十字热键栏在当前职业专用和全职业共通之间切换。<br>{{color|id=506|清除(remove) 编号 位置}}<br>　解除指定编号十字热键栏指定位置上的技能或用户宏指令。指定位置设置为“全部(all)”的时候会将该十字热键栏上的所有指令都解除。<br>>>指定位置<br>{{fonticon|14|t=18}}＋{{fonticon|3|t=18}} … LDL(LD1)　{{fonticon|15|t=18}}＋{{fonticon|3|t=18}} … RDL(RD1)<br>{{fonticon|14|t=18}}＋{{fonticon|1|t=18}} … LDU(LD2)　{{fonticon|15|t=18}}＋{{fonticon|1|t=18}} … RDU(RD2)<br>{{fonticon|14|t=18}}＋{{fonticon|4|t=18}} … LDR(LD3)　{{fonticon|15|t=18}}＋{{fonticon|4|t=18}} … RDR(RD3)<br>{{fonticon|14|t=18}}＋{{fonticon|2|t=18}} … LDD(LD4)　{{fonticon|15|t=18}}＋{{fonticon|2|t=18}} … RDD(RD4)<br>{{fonticon|14|t=18}}＋{{fonticon|10|t=18}} … LAL(LA1)　{{fonticon|15|t=18}}＋{{fonticon|10|t=18}} … RAL(RA1)<br>{{fonticon|14|t=18}}＋{{fonticon|11|t=18}} … LAU(LA2)　{{fonticon|15|t=18}}＋{{fonticon|11|t=18}} … RAU(RA2)<br>{{fonticon|14|t=18}}＋{{fonticon|8|t=18}} … LAR(LA3)　{{fonticon|15|t=18}}＋{{fonticon|8|t=18}} … RAR(RA3)<br>{{fonticon|14|t=18}}＋{{fonticon|9|t=18}} … LAD(LA4)　{{fonticon|15|t=18}}＋{{fonticon|9|t=18}} … RAD(RA4),/十字热键栏,/chotbar,36,0
317,1,0,0,0,0,/hudreset,,/重置界面<br>/hudreset<br>将当前的界面位置以及缩放率、透明度重置回初始状态。,/重置界面,,32,0
318,1,0,0,0,0,/uireset,,/重置界面窗口<br>/uireset<br>将全部界面设置(1-4)和窗口的位置以及缩放率、透明度重置回初始状态。,/重置界面窗口,,32,0
319,2,1,0,0,0,/uiscale,,/界面缩放<br>/uiscale<br>更改当前界面窗口的缩放倍率。<br>>>子命令<br>{{color|id=506|数值}}<br>  以指定数值为百分比更改界面窗口的缩放倍率。可以指定的数值为60/80/90/100/110/120/140。<br>{{color|id=506|重置(reset)}}<br>  将界面窗口的缩放倍率重置回初始状态。<br>>>示例<br>/界面缩放 140<br>将界面窗口的缩放倍率变更为140%。<br>/界面缩放 重置<br>将界面窗口的缩放倍率重置为初始状态。,/界面缩放,,32,0
320,2,1,2,0,0,/actionerror,/aerror,/技能错误 子命令<br>/actionerror、/aerror<br>开启显示发动技能时屏幕中的错误提示。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　显示错误提示。<br>{{color|id=506|关(off)}}<br>　关闭错误提示。<br>{{color|id=506|无子命令}}<br>　在显示和关闭之间切换,/技能错误,,36,0
321,2,1,2,0,0,/recasterror,/rerror,/复唱错误 子命令<br>/recasterror、/rerror<br>开启显示复唱中无法使用技能的错误提示。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　显示错误提示。<br>{{color|id=506|关(off)}}<br>　关闭错误提示。<br>{{color|id=506|无子命令}}<br>　在显示和关闭之间切换,/复唱错误,,36,0
322,1,0,0,0,0,//eventReset,,//eventReset<br>リアルイベント用コマンド。<br>ゲーム内の設定をリアルイベント用に初期化する。,,,32,0
323,2,1,2,0,0,/crosshotbartype,/chotbartype,/操作类型 子命令<br>/crosshotbartype、/chotbartype<br>变更角色设置中“十字热键栏的操作类型”。<br>>>子命令<br>{{color|id=506|按住(hold)}}<br>　将操作类型设置为按住。<br>{{color|id=506|单击(toggle)}}<br>　将操作类型设置为单击。<br>{{color|id=506|混合(mix)}}<br>　将操作类型设置为混合。,/操作类型,,36,0
324,2,1,2,0,0,/crosshotbardisplay,/chotbardisplay,/一直显示十字热键栏 子命令<br>/crosshotbardisplay、/chotbardisplay<br>对角色设置中的“一直显示十字热键栏”项进行设置。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启一直显示。<br>{{color|id=506|关(off)}}<br>　关闭一直显示。<br>{{color|id=506|无子命令}}<br>　在显示和关闭之间切换。,/一直显示十字热键栏,,36,0
325,6,3,2,16,7,/pvphotbar,,/对战热键栏 子命令<br>/pvphotbar<br>对用于对战的热键栏进行操作及设置。只能在对战区域内使用。<br>>>子命令<br>{{color|id=506|设置(set)}}或{{color|id=506|技能(action) 对战技能名 编号1 编号2}}<br>　将指定的对战技能设置到编号1热键栏的编号2位置上。编号1可以用“当前(current)”来表示当前的热键栏1。省略编号2会默认为设置到编号最小的空位上。两个编号都省略则会默认设置到编号最小热键栏的编号最小空位上。<br>{{color|id=506|共通技能(general) 共通技能名 编号1 编号2}}<br>　将指定共通技能设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|道具(item) 道具名 编号1 编号2}}<br>　将指定道具设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|情感动作(emote) 情感动作名 编号1 编号2}}<br>　将指定情感动作设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|搭档(buddy) 搭档技能名 编号1 编号2}}<br>　将指定搭档技能设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|召唤兽(pet) 召唤兽技能名 编号1 编号2}}<br>　将指定召唤兽技能设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|宠物(minion) 宠物名 编号1 编号2}}<br>　将指定宠物设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|坐骑(mount) 坐骑名 编号1 编号2}}<br>　将指定坐骑设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|标记(marking) 标记名 编号1 编号2}}<br>　将指定标记设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|场景标记(waymark) 场景标记名 编号1 编号2}}<br>　将指定场景标记设置到编号1热键栏的编号2位置上。设置规则与“设置(set)”相同。<br>{{color|id=506|更换(change) 编号}}<br>　将指定编号的热键栏切换到默认热键栏1的位置。编号用“下一个(next)”或“上一个(prev)”可以将当前热键栏1位置所表示的技能切换到上一组或者下一组热键。<br>{{color|id=506|复制(copy) 特职名1 编号1 特职名2 编号2}}<br>　将特职名1的编号1热键栏的内容复制到特职名2的编号2热键栏上。特职名设置为“当前(current)”时会指定当前的特职。特职名设置为“共通(share)”时会指定共通热键栏。<br>{{color|id=506|显示(display) 编号 开(on)}}<br>　开启显示指定编号的热键栏。<br>{{color|id=506|显示(display) 编号 关(off)}}<br>　关闭显示指定编号的热键栏。<br>{{color|id=506|显示(display) 编号}}<br>　在开启和关闭之间切换。<br>{{color|id=506|共通(share) 编号 开(on)}}<br>　将指定编号的热键栏设置成全职业共通。<br>{{color|id=506|共通(share) 编号 关(off)}}<br>　将指定编号的热键栏从全职业共通改为当前专用。<br>{{color|id=506|共通(share) 编号}}<br>　设置指定编号的热键栏在当前专用和全职业共通之间切换。<br>{{color|id=506|清除(remove) 编号1 编号2}}<br>　解除编号1热键栏编号2位置上的技能或用户宏指令。编号2设置为“全部(all)”的时候会将该热键栏上的所有指令都解除。<br>>>示例<br>/对战热键栏 技能 净化 1 1<br>将“净化”放入热键栏1的位置1中。<br>/对战热键栏 更换 2<br>将热键栏2的内容切换到默认热键栏1的位置。,/对战热键栏,,36,0
326,6,3,2,16,7,/pvpcrosshotbar,/pvpchotbar,/对战十字热键栏 子命令<br>/pvpcrosshotbar、/pvpchotbar<br>对用于对战的十字热键栏进行操作及设置。只能在对战区域内使用。<br>>>子命令<br>{{color|id=506|设置(set)}}或{{color|id=506|技能(action) 对战技能名 编号 位置}}<br>　将指定的对战技能设置到指定编号十字热键栏的指定位置上。编号可以用“当前(current)”来表示当前的十字热键栏。<br>{{color|id=506|共通技能(general) 共通技能名 编号 位置}}<br>　将指定共通技能设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|道具(item) 道具名 编号 位置}}<br>　将指定道具设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|情感动作(emote) 情感动作名 编号 位置}}<br>　将指定情感动作设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|搭档(buddy) 搭档技能名 编号 位置}}<br>　将指定搭档技能设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|召唤兽(pet) 召唤兽技能名 编号 位置}}<br>　将指定召唤兽技能设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|宠物(minion) 宠物名 编号 位置}}<br>　将指定宠物设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|坐骑(mount) 坐骑名 编号 位置}}<br>　将指定坐骑设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|标记(marking) 标记名 编号 位置}}<br>　将指定标记设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|场景标记(waymark) 场景标记名 编号 位置}}<br>　将指定场景标记设置到指定编号十字热键栏的指定位置上。<br>{{color|id=506|更换(change) 编号}}<br>　切换到指定编号的十字热键栏。编号用“下一个(next)”或“上一个(prev)”可以将当前十字热键栏位置所表示的技能切换到上一组或者下一组热键。<br>{{color|id=506|复制(copy) 特职名1 编号1 特职名2 编号2}}<br>　将特职名1的编号1十字热键栏的内容复制到特职名2的编号2十字热键栏上。特职名设置为“当前(current)”时会指定当前的特职。特职名设置为“共通(share)”时会指定共通热键栏。<br>{{color|id=506|共通(share) 编号 开(on)}}<br>　将指定编号的十字热键栏设置成全职业共通。<br>{{color|id=506|共通(share) 编号 关(off)}}<br>　将指定编号的十字热键栏从全职业共通改为当前职业专用。<br>{{color|id=506|共通(share) 编号}}<br>　设置指定编号的十字热键栏在当前职业专用和全职业共通之间切换。<br>{{color|id=506|清除(remove) 编号 位置}}<br>　解除指定编号十字热键栏指定位置上的技能或用户宏指令。指定位置设置为“全部(all)”的时候会将该十字热键栏上的所有指令都解除。<br>>>指定位置<br>{{fonticon|14|t=18}}＋{{fonticon|3|t=18}} … LDL(LD1)　{{fonticon|15|t=18}}＋{{fonticon|3|t=18}} … RDL(RD1)<br>{{fonticon|14|t=18}}＋{{fonticon|1|t=18}} … LDU(LD2)　{{fonticon|15|t=18}}＋{{fonticon|1|t=18}} … RDU(RD2)<br>{{fonticon|14|t=18}}＋{{fonticon|4|t=18}} … LDR(LD3)　{{fonticon|15|t=18}}＋{{fonticon|4|t=18}} … RDR(RD3)<br>{{fonticon|14|t=18}}＋{{fonticon|2|t=18}} … LDD(LD4)　{{fonticon|15|t=18}}＋{{fonticon|2|t=18}} … RDD(RD4)<br>{{fonticon|14|t=18}}＋{{fonticon|10|t=18}} … LAL(LA1)　{{fonticon|15|t=18}}＋{{fonticon|10|t=18}} … RAL(RA1)<br>{{fonticon|14|t=18}}＋{{fonticon|11|t=18}} … LAU(LA2)　{{fonticon|15|t=18}}＋{{fonticon|11|t=18}} … RAU(RA2)<br>{{fonticon|14|t=18}}＋{{fonticon|8|t=18}} … LAR(LA3)　{{fonticon|15|t=18}}＋{{fonticon|8|t=18}} … RAR(RA3)<br>{{fonticon|14|t=18}}＋{{fonticon|9|t=18}} … LAD(LA4)　{{fonticon|15|t=18}}＋{{fonticon|9|t=18}} … RAD(RA4),/对战十字热键栏,/pvpchotbar,36,0
327,2,1,2,0,0,/emotelog,,/情感动作文字提示 子命令<br>/emotelog<br>设定在发动情感动作时是否于消息栏显示文字提示。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启文字提示。<br>{{color|id=506|关(off)}}<br>　关闭文字提示。<br>{{color|id=506|无子命令}}<br>　在开启与关闭之间切换。,/情感动作文字提示,,36,0
328,2,0,0,0,0,/jobhudmode,,/职业量谱模式 子命令<br>/jobhudmode<br>将当前职业的职业量谱显示模式改为“普通”或“简洁”。<br>>>子命令<br>{{color|id=506|1}}<br>　切换当前职业第1个职业量谱的显示模式。<br>{{color|id=506|2}}<br>　切换当前职业第2个职业量谱的显示模式。<br>{{color|id=506|无子命令}}<br>　将当前职业的所有职业量谱统一成同一模式，或统一进行切换。<br>>>示例<br>/职业量谱模式 1<br>　切换当前职业第1个职业量谱的显示模式。,/职业量谱模式,,36,0
329,2,0,0,0,0,/mastervolume,,/整体音量 子命令<br>/mastervolume<br>改变整体音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>{{color|id=506|无子命令}}<br>　在静音与静音解除之间切换。<br>>>示例<br>/整体音量 50<br>　将音量设为50。,/整体音量,,228,0
330,2,0,0,0,0,/bgm,,/背景音乐 子命令<br>/bgm<br>改变背景音乐的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>{{color|id=506|无子命令}}<br>　在静音与静音解除之间切换。<br>>>示例<br>/背景音乐 50<br>　将音量设为50。,/背景音乐,,228,0
331,2,0,0,0,0,/soundeffects,,/音效 子命令<br>/soundeffects<br>改变音效的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>{{color|id=506|无子命令}}<br>　在静音与静音解除之间切换。<br>>>示例<br>/音效 50<br>　将音量设为50。,/音效,,228,0
332,2,0,0,0,0,/voice,,/语音 子命令<br>/voice<br>改变语音的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>{{color|id=506|无子命令}}<br>　在静音与静音解除之间切换。<br>>>示例<br>/语音 50<br>　将音量设为50。,/语音,,228,0
