Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？
1222,1,0,151413,0,<br>使用冰属性魔法时，玩家会自动附加上灵极冰的状态。这种状态下冰属性魔法的消耗魔力降低，魔力的自然恢复速度会大幅提高。<br><br>另外，这种状态下火属性魔法的威力与消耗魔力会降低。,,
1223,1,0,151414,0,<br>玩家的等级提高之后，会学会提升属性状态最大等级的特性。属性状态等级越高，实际战斗中的效果也会越大，灵活切换属性状态是咒术师在战斗中至关重要的技术。,,
1224,0,0,0,0,,,
1225,0,0,0,0,,,
1226,0,0,0,0,,,
1227,0,0,0,0,,,
1228,0,0,0,0,,,
1229,0,0,0,0,,,
1230,1,0,151421,0,<br>格斗家有着一套特殊的战斗系统，玩家可以通过{{color|id=506|“身形”}}和{{color|id=506|“疾风迅雷”}}来获得特殊的效果。<br><br>三种身形通过各种战技来进行转换，既有提高伤害的效果，也会有增加攻击速度的效果。,,
1231,1,0,151422,0,<br>发动战技便会转化为特定的身形，另外一部分战技只有在特定的身形下才能够发动，格斗家就是通过不断变换身形来进行战斗的。<br><br>现在的身形一共有以下三种：<br>　{{color|id=506|“魔猿身形”}}<br>　{{color|id=506|“盗龙身形”}}<br>　{{color|id=506|“猛豹身形”}},,
1232,1,0,151423,0,<br>格斗家基本是凭借以下的战法进行战斗：<br><br>“魔猿身形”战技<br>　⇒“盗龙身形”战技<br>　　⇒“猛豹身形”战技<br><br>完成一个循环之后还会获得提高攻击力与增加攻击速度的特殊状态——{{color|id=506|“疾风迅雷”}}。,,
1233,1,0,151424,0,<br>随着玩家的等级上升，疾风迅雷的等级也会提高。<br><br>通过不断地转换身形，会令疾风迅雷发挥出更加强力的效果。<br><br>排山倒海一般的不间断连续攻击，就是一名格斗家所要掌握的意识！,,
1234,0,0,0,0,,,
1235,0,0,0,0,,,
1236,0,0,0,0,,,
1237,0,0,0,0,,,
1238,0,0,0,0,,,
1239,0,0,0,0,,,
1240,1,0,151431,0,<br>学会了{{color|id=506|“召唤兽”}}技能！<br><br>可以召唤出召唤兽来共同行动了。,,
1241,1,0,151432,0,<br>召唤兽出现之后，屏幕上会出现一条专用的{{color|id=506|特殊热键栏}}。<br><br>通过特殊热键栏中的指令可以对召唤兽下达各种命令。,,
1242,1,0,151433,0,<br>{{color|id=506|“截击”}}命令可以令召唤兽与召唤者共同战斗，在攻击敌人或被敌人攻击之后会立刻进入战斗状态。<br>{{color|id=506|“等待指示”}}会令召唤兽在召唤者手动下达具体命令之前不会采取任何行动。<br>{{color|id=506|“回收”}}则会收回已经召唤出的召唤兽。,,
1243,0,0,0,0,,,
1244,1,0,151435,0,<br>这些指令还可以从技能菜单{{color|id=506|行动指令}}中的{{color|id=506|召唤兽}}直接设置到通常的热键栏里。,,
1245,1,0,151436,0,<br>召唤兽出现之后，通过{{fonticon|13|t=30}}键可以切换到专用的{{color|id=506|特殊十字热键栏}}。<br><br>通过特殊十字热键栏中的指令可以对召唤兽下达各种命令。,,
1246,0,0,0,0,,,
1247,0,0,0,0,,,
1248,0,0,0,0,,,
1249,0,0,0,0,,,
1250,1,0,151211,0,<br>{{color|id=506|“狼狱水上竞技场”}}开放！<br><br>这座竞技场是三城邦同盟为了加强战斗力而设置的，冒险者们可以在这里进行对抗战。前往水上竞技场可以在接待处获得更多情报。,,
1251,0,0,0,0,,,
1252,0,0,0,0,,,
1253,0,0,0,0,,,
1254,0,0,0,0,,,
1255,0,0,0,0,,,
1256,0,0,0,0,,,
1257,0,0,0,0,,,
1258,0,0,0,0,,,
1259,0,0,0,0,,,
1260,1,0,151481,0,<br>敌人要发动强力攻击之前都会出现相应的{{color|id=506|“预兆”}}。躲开预兆的范围便可以回避敌人的攻击。<br><br>另外，在战斗中先打倒负责治疗的敌人会令战斗变得更加有利。,,
1261,1,0,151482,0,<br>我方的非玩家角色和敌人的台词中有时会出现一些对战况有利的{{color|id=506|“提示”}}。<br><br>不要只是一味地攻击敌人，通过战斗中的台词来注意敌我双方的动向吧。,,
1262,1,0,151483,0,<br>如果同一场任务战斗失败次数过多，在下次挑战时会获得{{color|id=506|“超越之力”}}的加护。<br><br>发动超越之力相当于获得了水晶的祝福，能够短时间内令能力得到强化。所以失败了也不要放弃！水晶一直在给与你指引！,,
1263,0,0,0,0,,,
1264,0,0,0,0,,,
1265,0,0,0,0,,,
1266,0,0,0,0,,,
1267,0,0,0,0,,,
1268,0,0,0,0,,,
1269,0,0,0,0,,,
1270,1,0,151501,0,<br>这个任务中需要对敌人使用任务道具。<br><br>选中敌人之后，右键点击{{color|id=506|“目标情报”}}，之后在菜单中选择{{color|id=506|“使用任务道具”}}便可以达到目的了。,,
1271,1,0,151502,0,<br>另外，在右侧的{{color|id=506|“目的列表”}}中也可以使用任务道具。<br><br>在选中敌人的状态下，点击目的列表边上的道具图标，便可以很快速地使用了。,,
1272,1,0,151504,0,<br>这个任务中需要对敌人使用任务道具。<br><br>选中敌人之后，按下{{fonticon|10|t=30}}键，之后在菜单中选择{{color|id=506|“使用任务道具”}}便可以达到目的了。,,
1273,1,0,151502,0,<br>另外，在右侧的{{color|id=506|“目的列表”}}中也可以使用任务道具。<br><br>在选中敌人的状态下，通过{{fonticon|19|t=30}}切换到目的列表上，再用方向键选中边上的道具图标，按下{{fonticon|8|t=30}}键，便可以很快速地使用了。,,
1274,0,0,0,0,,,
1275,0,0,0,0,,,
1276,0,0,0,0,,,
1277,0,0,0,0,,,
1278,0,0,0,0,,,
1279,0,0,0,0,,,
1280,1,0,151441,0,可以转职为新的战斗职业了！<br><br>第二个战斗职业可以获得一定的成长辅助效果，{{color|id=506|讨伐怪物}}及{{color|id=506|危命任务的报酬}}所获得的经验值中，会得到{{color|id=506|“兵装转换奖励”}}的额外加成。,,
1281,1,0,151442,0,<br>只有在当前职业{{color|id=506|不是等级最高}}的职业时，兵装转换奖励才会生效。<br><br>利用这一奖励更好地培养自己的战斗职业吧！,,
1282,0,0,0,0,,,
1283,0,0,0,0,,,
1284,0,0,0,0,,,
1285,0,0,0,0,,,
1286,0,0,0,0,,,
1287,0,0,0,0,,,
1288,0,0,0,0,,,
1289,0,0,0,0,,,
1290,1,0,151471,0,<br>这个任务中需要对特定{{color|id=506|地点范围}}使用任务道具。<br><br>点击{{color|id=506|目的列表}}边上的道具图标后，屏幕中会出现使用道具的目标范围。<br><br>移动鼠标将{{color|id=506|范围提示}}移动到目标地点之后再点击左键即可达到目的。,,
1291,1,0,151472,0,这个任务中需要对特定{{color|id=506|地点范围}}使用任务道具。<br><br>通过{{fonticon|19|t=30}}切换到{{color|id=506|目的列表}}上，再用方向键选中边上的道具图标，按下{{fonticon|8|t=30}}键后，屏幕中会出现使用道具的目标范围。<br><br>之后再将{{color|id=506|范围提示}}移动到目标地点之后再按下{{fonticon|8|t=30}}键即可达到目的。,,
1292,0,0,0,0,,,
1293,0,0,0,0,,,
1294,0,0,0,0,,,
1295,0,0,0,0,,,
1296,0,0,0,0,,,
1297,0,0,0,0,,,
1298,0,0,0,0,,,
1299,0,0,0,0,,,
1300,1,0,151311,0,<br>捕鱼人在使用{{color|id=506|“抛竿”}}技能后便会开始钓鱼作业。<br><br>钓竿开始晃动时就表示{{color|id=506|有鱼咬饵}}了。这种时候使用{{color|id=506|“提钩”}}技能便可以钓上鱼。,,
1301,1,0,151312,0,<br>提钩成功便会钓到咬钩的鱼。通过搭配装备来提高{{color|id=506|“获得力”}}会令钓鱼的成功率得到提高，钓鱼前整顿装备也是必不可少的环节！,,
1302,0,0,0,0,,,
1303,0,0,0,0,,,
1304,0,0,0,0,,,
1305,0,0,0,0,,,
1306,0,0,0,0,,,
1307,0,0,0,0,,,
1308,0,0,0,0,,,
1309,0,0,0,0,,,
1310,1,0,151451,0,<br>{{color|id=506|“亚拉戈神典石”}}是一种古代亚拉戈文明的遗物。<br><br>小小的石头中记载了上古时期各种各样的情报，有一些收藏家愿意出很高的价格来收购这些石头。,,
1311,1,0,151452,0,<br>摩杜纳丧灵钟地区的女商人们会用各种各样的道具来{{color|id=506|交换}}这种石头。<br><br>积攒了一定数量的亚拉戈神典石之后便去找她们做做生意吧！,,
1312,0,0,0,0,,,
1313,0,0,0,0,,,
1314,0,0,0,0,,,
1315,0,0,0,0,,,
1316,0,0,0,0,,,
1317,0,0,0,0,,,
1318,0,0,0,0,,,
1319,0,0,0,0,,,
1320,1,0,151521,0,<br>{{color|id=506|收藏柜}}可以收藏特定种类的物品。<br><br>{{color|id=500|※可以在物品的详细情报界面查看能否被收藏。}}<br><br>例如{{color|id=506|特职专用装备}}、{{color|id=506|季节活动装备}}等限定装备。,,
1321,1,0,151522,0,<br>想要放入收藏柜内的装备必须保证{{color|id=506|耐久度}}为{{color|id=506|100%}}以上。<br><br>收藏之后的装备其{{color|id=506|精炼度}}会变回{{color|id=506|0%}}，同时染色和队徽等自己进行的调整也会被取消。,,
1322,0,0,0,0,,,
1323,0,0,0,0,,,
1324,0,0,0,0,,,
1325,0,0,0,0,,,
1326,0,0,0,0,,,
1327,0,0,0,0,,,
1328,0,0,0,0,,,
1329,0,0,0,0,,,
1330,1,0,151531,0,<br>在玩家对战中，参加战斗的玩家可以获得相应的{{color|id=506|“对战经验值”}}。<br><br>积累对战经验值可以提升{{color|id=506|“对战等级”}}。<br><br>对战等级得到提升后，可以获得所属大国防联军的成就。,,
1331,1,0,151532,0,<br>另外，参加玩家对战可以获得{{color|id=506|狼印战绩}}。<br><br>可以使用狼印战绩和{{color|id=506|狼狱停船场}}的士兵们{{color|id=506|换取}}各种各样的道具。,,
1332,1,0,151533,0,<br>有关玩家对战的信息可以在{{color|id=506|“对战资料”}}中进行查看。<br><br>选择快捷指令“角色”分类下的{{color|id=506|“对战资料”}}按钮可以打开资料菜单进行查看。,,
1333,1,0,151534,0,<br>有关玩家对战的信息可以在{{color|id=506|“对战资料”}}中进行查看。<br><br>选择快捷指令“角色”分类下的{{color|id=506|“对战资料”}}按钮可以打开资料菜单进行查看。,,
1334,0,0,0,0,,,
1335,0,0,0,0,,,
1336,0,0,0,0,,,
1337,0,0,0,0,,,
1338,0,0,0,0,,,
1339,0,0,0,0,,,
1340,1,0,151541,0,<br>参加对战可以获得相应的{{color|id=506|“狼印战绩”}}。<br><br>与{{color|id=506|狼狱停船场}}的士兵对话可以使用战绩{{color|id=506|换取}}部分物品。,,
1341,0,0,0,0,,,
1342,0,0,0,0,,,
1343,0,0,0,0,,,
1344,0,0,0,0,,,
1345,0,0,0,0,,,
1346,0,0,0,0,,,
1347,0,0,0,0,,,
1348,0,0,0,0,,,
1349,0,0,0,0,,,
1350,1,0,151551,0,<br>每个国家都有一片本国专门设立的{{color|id=506|“冒险者住宅区”}}。<br><br>这里也是大国防联军专门提供给各个冒险者个人或部队的活动据点。<br><br>购买公寓的{{color|id=506|房间}}或购买{{color|id=506|土地}}搭建住房，共同构成了这里的{{color|id=506|“房屋”}}系统。,,
1351,1,0,151552,0,<br>每个国家都设置有多个冒险者住宅区，每一个作为一个{{color|id=506|“区”}}来管理。<br><br>在每个区中还划分有60块土地，每块土地都有对应的{{color|id=506|“号”}}。<br><br>具体的地址可以用“第1区1号”这种格式来表示。,,
1352,1,0,151553,0,<br>购买房间或房屋之后便可以自由地对内外设施进行装饰。<br><br>不过装饰部队房屋的话，首先要获得部队内的权限才行。,,
1353,1,0,151554,0,<br>购买公寓房间或土地的具体方法可以在冒险者住宅区的{{color|id=506|“住宅区管理人”}}那里听取详细的说明。,,
1354,0,0,0,0,,,
1355,0,0,0,0,,,
1356,0,0,0,0,,,
1357,0,0,0,0,,,
1358,0,0,0,0,,,
1359,0,0,0,0,,,
1360,1,0,151561,0,<br>在冒险者住宅区的所有土地面前都设立有一块{{color|id=506|门牌}}。<br><br>上面记有土地所有者的情况。,,
1361,1,0,151562,0,<br>如果没有显示土地所有者的情报，而是显示的土地标价，则说明这块土地还没有人购买，可以通过{{color|id=506|“土地竞拍”}}尝试购买土地。<br><br>具体的出价方法和规则可以到各个冒险者住宅区的管理人那里听取详细说明。土地的价格每经过6小时会有一次下调，根据自己手中的钱看好机会就出手吧。,,
1362,0,0,0,0,,,
1363,0,0,0,0,,,
1364,0,0,0,0,,,
1365,0,0,0,0,,,
1366,0,0,0,0,,,
1367,0,0,0,0,,,
1368,0,0,0,0,,,
1369,0,0,0,0,,,
1370,1,0,151571,0,<br>这种任务需要24名冒险者齐心协力才能挑战，是面向{{color|id=506|“团队”}}的任务。<br><br>团队由三个满编小队组合而成，其战斗规模要远超过4人的轻锐小队和8人的满编小队。,,
1371,1,0,151572,0,<br>加入团队时可以在队员列表下方看到{{color|id=506|团队队员}}的职业图标及当前体力。<br><br>与团队队友一同奋战，体会一下多人内容的乐趣吧。,,
1372,0,0,0,0,,,
1373,0,0,0,0,,,
1374,0,0,0,0,,,
1375,0,0,0,0,,,
1376,0,0,0,0,,,
1377,0,0,0,0,,,
1378,0,0,0,0,,,
1379,0,0,0,0,,,
1380,1,0,151581,0,<br>特定大型任务{{color|id=500|(※)}}的宝箱中所获得的{{color|id=506|装备}}或{{color|id=506|属性强化道具}}每周只能获取1个，并且与{{color|id=506|需求}}和{{color|id=506|贪婪}}等条件没有关系。<br><br>同时对多个道具选择“需求”或“贪婪”时，只要获得了其中之一，其他的道具便会自动被作为{{color|id=506|放弃}}处理。,,
1381,1,0,151582,0,<br>团队任务中的宝箱会按照每个小队分别出现，获取权利也仅限对应的小队。<br><br>另外，有的任务有时会在宝箱之外获得每周只能获得1次的特殊道具。,,
1382,1,0,151583,0,<br>这些权利会在{{color|id=506|地球时间每周周二16点}}重置。<br><br>{{color|id=500|※有着每周限制的任务都会在任务搜索器的信息中显示出{{color|id=506|“领取报酬：1周1次”}}，也可以从这里确认每周的取得状况。}},,
1383,0,0,0,0,,,
1384,0,0,0,0,,,
1385,0,0,0,0,,,
1386,0,0,0,0,,,
1387,0,0,0,0,,,
1388,0,0,0,0,,,
1389,0,0,0,0,,,
1390,1,0,151591,0,<br>快捷指令的{{color|id=506|“小队”}}分类中追加了{{color|id=506|“队员招募”}}功能。<br>打开队员招募窗口可以查看符合自己当前状态的招募信息。同时也能够直接在窗口中参加他人小队、修改搜索条件以及主动招募队员。,,
1391,1,0,151592,0,<br>看到条件合适的招募信息，直接打开详细内容后便可以按下“参加”按钮加入小队。<br><br>想要寻找队伍的时候最好积极使用搜索功能。,,
1392,1,0,151593,0,<br>自己招募队员时要首先打开“编辑招募内容窗口”，设置好目的和人数，再加上适当的说明，便可以开始进行招募了。<br><br>招募开始之后也可以随时修改内容或撤销招募。,,
1393,1,0,151591,0,<br>快捷指令的{{color|id=506|“小队”}}分类中追加了{{color|id=506|“队员招募”}}功能。<br>打开队员招募窗口可以查看符合自己当前状态的招募信息。同时也能够直接在窗口中参加他人小队、修改搜索条件以及主动招募队员。,,
1394,0,0,0,0,,,
1395,0,0,0,0,,,
1396,0,0,0,0,,,
1397,0,0,0,0,,,
1398,0,0,0,0,,,
1399,0,0,0,0,,,
1400,1,0,151601,0,<br>在进行采集作业时，偶尔会发现采集点中出现{{color|id=506|“隐藏资源”}}的情况。,,
1401,1,0,151602,0,<br>当“隐藏资源”属于{{color|id=506|“稀有资源”}}时，在采集过后资源就会消失。<br><br>另外，这种情况下的隐藏资源只能采取1个，提高采集数量的技能不会起到任何作用。,,
1402,0,0,0,0,,,
1403,0,0,0,0,,,
1404,0,0,0,0,,,
1405,0,0,0,0,,,
1406,0,0,0,0,,,
1407,0,0,0,0,,,
1408,0,0,0,0,,,
1409,0,0,0,0,,,
1410,1,0,151611,0,<br>大地使者在进行采集时有时会发现{{color|id=506|“陈旧的地图”}}。<br><br>捕鱼人需要使用{{color|id=506|钓组}}才能发现。,,
1411,1,0,151612,0,<br>“陈旧的地图”可以使用{{color|id=506|“解读”}}指令来进行解读。,,
1412,1,0,151613,0,<br>关于“陈旧的地图”还有很多传闻，主要都在东拉诺西亚的葡萄酒港附近流传，有兴趣的可以去那边打听一下。,,
1413,0,0,0,0,,,
1414,0,0,0,0,,,
1415,0,0,0,0,,,
1416,0,0,0,0,,,
1417,0,0,0,0,,,
1418,0,0,0,0,,,
1419,0,0,0,0,,,
1420,1,0,151621,0,<br>共通技能{{color|id=506|“解读”}}可以用来分析{{color|id=506|“陈旧的地图”}}的具体内容。<br><br>解读清楚之后，{{color|id=506|“陈旧的地图”}}会变成任务道具{{color|id=506|“宝物地图”}}，并且会标记出埋藏有宝物的地点。,,
1421,1,0,151622,0,<br>宝物地图一次只能持有一张。<br><br>要解读其他“陈旧的地图”时必须要先寻找到手中已有的“宝物地图”所记载的宝物，或者将“宝物地图”丢弃掉。,,
1422,0,0,0,0,,,
1423,0,0,0,0,,,
1424,0,0,0,0,,,
1425,0,0,0,0,,,
1426,0,0,0,0,,,
1427,0,0,0,0,,,
1428,0,0,0,0,,,
1429,0,0,0,0,,,
1430,1,0,151631,0,<br>使用任务道具{{color|id=506|“宝物地图”}}可以查看宝物的埋藏地点。<br><br>之后就需要根据地图来尝试寻找具体的位置了。,,
1431,1,0,151632,0,<br>到达推定地点之后使用共通技能{{color|id=506|“挖掘”}}可以尝试寻找是否埋藏着宝物。<br><br>如果位置推定正确则一定会挖到宝箱。,,
1432,1,0,151633,0,<br>不过打开宝箱时很可能会触发到陷阱，陷阱会招来魔物，将引来的魔物消灭掉之后才可以拿到宝物。,,
1433,0,0,0,0,,,
1434,0,0,0,0,,,
1435,0,0,0,0,,,
1436,0,0,0,0,,,
1437,0,0,0,0,,,
1438,0,0,0,0,,,
1439,0,0,0,0,,,
1440,1,0,151641,0,<br>蛮族任务是指从生活在各地的蛮族手中接受的各种任务，每天的任务都有所不同。完成任务之后会提高与蛮族的{{color|id=506|“友好度”}}。<br><br>关系变得亲密之后会提高相应的{{color|id=506|“友好关系等级”}}。,,
1441,1,0,151642,0,<br>每天能够接受12个蛮族任务。一天过后可以接受的任务会有所更换，不过前一天的任务没有完成时无法接受新的任务。,,
1442,1,0,151643,0,<br>与各个蛮族的友好度及友好关系等级可以在{{color|id=506|“角色”}}下的{{color|id=506|“评价”}}一栏中查看。<br><br>友好关系等级越高，对蛮族的生活和习性也会了解得更多。,,
1443,0,0,0,0,,,
1444,0,0,0,0,,,
1445,0,0,0,0,,,
1446,0,0,0,0,,,
1447,0,0,0,0,,,
1448,0,0,0,0,,,
1449,0,0,0,0,,,
1450,1,0,151651,0,<br>完成蛮族任务可以提高发行任务的蛮族的友好度。<br><br>友好度提升到一定程度之后会提升蛮族的友好关系等级，友好关系等级提高之后可以接受一些特殊的任务。,,
1451,1,0,151652,0,<br>提升蛮族的友好关系等级之后可以在蛮族的专用商店购买一些蛮族相关的道具。,,
1452,1,0,151653,0,<br>友好关系等级越高，能够购买的道具种类也会越多。尽量提升等级去购买特殊的道具吧！,,
1453,0,0,0,0,,,
1454,0,0,0,0,,,
1455,0,0,0,0,,,
1456,0,0,0,0,,,
1457,0,0,0,0,,,
1458,0,0,0,0,,,
1459,0,0,0,0,,,
1460,1,0,151661,0,<br>通过{{color|id=506|“搬运”}}可以将货物运送到目的地。<br><br>“搬运”状态下有专门的状态图标，图标上显示的数字表示{{color|id=506|“持续搬运的剩余时间”}}。,,
1461,1,0,151661,0,<br>搬运过程中遭到敌人攻击时会减少持续的时间。当持续时间减到0时会损失掉搬运中的货物。,,
1462,0,0,0,0,,,
1463,0,0,0,0,,,
1464,0,0,0,0,,,
1465,0,0,0,0,,,
1466,0,0,0,0,,,
1467,0,0,0,0,,,
1468,0,0,0,0,,,
1469,0,0,0,0,,,
1470,1,0,151671,0,<br>在{{color|id=506|“透明”}}状态下可以隐蔽自身的气息，让敌人不会注意到自己。<br><br>“透明”状态下有专门的状态图标，图标上显示的数字表示{{color|id=506|“透明效果的剩余时间”}}。,,
1471,1,0,151672,0,<br>透明状态下无法发动任何技能。当剩余时间减到0时状态会解除。<br><br>特殊的能量点能够延长透明状态的时间。,,
1472,0,0,0,0,,,
1473,0,0,0,0,,,
1474,0,0,0,0,,,
1475,0,0,0,0,,,
1476,0,0,0,0,,,
1477,0,0,0,0,,,
1478,0,0,0,0,,,
1479,0,0,0,0,,,
1480,1,0,151681,0,<br>乘上特殊坐骑时会显示出特殊热键栏。此时特殊热键栏上会有特殊的技能。<br><br>使用这些特殊的技能可以完成一些特定的任务。,,
1481,1,0,151682,0,<br>乘上特殊坐骑时会显示出特殊十字热键栏。此时特殊十字热键栏上会有特殊的技能。<br><br>使用这些特殊的技能可以完成一些特定的任务。,,
1482,0,0,0,0,,,
1483,0,0,0,0,,,
1484,0,0,0,0,,,
1485,0,0,0,0,,,
1486,0,0,0,0,,,
1487,0,0,0,0,,,
1488,0,0,0,0,,,
1489,0,0,0,0,,,
1490,1,0,151691,0,<br>与孤高的美容师让代莱纳相识了。<br><br>可以通过旅馆客房内的“美容师传唤铃”将让代莱纳召到身边来调整自己的发型及发色。,,
1491,1,0,151692,0,<br>想要改变一下形象时就找让代莱纳改变一下发型吧，或许可以寻找出自己的全新一面。<br><br>{{color|id=500|※改变容貌时需要向让代莱纳支付2000金币的手续费。}},,
1492,0,0,0,0,,,
1493,0,0,0,0,,,
1494,0,0,0,0,,,
1495,0,0,0,0,,,
1496,0,0,0,0,,,
1497,0,0,0,0,,,
1498,0,0,0,0,,,
1499,0,0,0,0,,,
1500,1,0,151701,0,<br>{{color|id=506|“随机任务”}}开放了！在这一系统中可以随机进入到某个指定范围内的迷宫，同时获得额外的报酬。,,
1501,1,0,151702,0,<br>以当前申请数量较少的职能参加“随机任务”时，还会得到{{color|id=506|“少数职能奖励”}}。<br><br>帮助其他冒险者的同时还能够拿到合适的奖励，发扬一下助人为乐的精神吧！,,
1502,0,0,0,0,,,
1503,0,0,0,0,,,
1504,0,0,0,0,,,
1505,0,0,0,0,,,
1506,0,0,0,0,,,
1507,0,0,0,0,,,
1508,0,0,0,0,,,
1509,0,0,0,0,,,
1510,1,0,151711,0,<br>{{color|id=506|“投票驱逐”}}功能可以强制将某一玩家驱赶出队伍，在队友长时间离线或离席，或者对他人进行骚扰的情况下可以使用该功能将其赶走。<br><br>在{{color|id=506|“小队”}}分类下的{{color|id=506|“小队队员”}}中选择{{color|id=506|“投票驱逐”}}指令，便可以发起投票。,,
1511,1,0,151712,0,<br>发起“投票驱逐”时必须要选择驱逐理由。<br><br>{{color|id=500|※滥用驱逐功能可能会遭到处罚，请谨慎使用。}},,
1512,1,0,151713,0,<br>发起“投票驱逐”之后，会向其他队员发送投票消息。<br><br>支持驱逐的投票数量超过半数时便会将目标队员驱逐出队伍。,,
1513,0,0,0,0,,,
1514,0,0,0,0,,,
1515,0,0,0,0,,,
1516,0,0,0,0,,,
1517,0,0,0,0,,,
1518,0,0,0,0,,,
1519,0,0,0,0,,,
1520,1,0,151721,0,<br>{{color|id=506|最优队员}}可以指<br>{{color|id=506|·很努力的队员}}<br>{{color|id=506|·很有趣的队员}}<br>{{color|id=506|·很友善的队员}}<br>等等给人留下了良好印象的人。,,
1521,1,0,151722,0,<br>任务结束之后，画面右下方会弹出{{color|id=506|“最优队员推荐”}}的提示，点击之后会打开投票窗口。<br><br>{{color|id=500|※“最优队员推荐”的投票只能投给申请参加任务时所在队伍之外的玩家。}},,
1522,1,0,151723,0,<br>被其他玩家推荐为最优队员一定次数之后会达成相应的成就，同时还能够得到特别的报酬。<br><br>怀着愉快的心态去给人留下好印象吧！,,
1523,0,0,0,0,,,
1524,0,0,0,0,,,
1525,0,0,0,0,,,
1526,0,0,0,0,,,
1527,0,0,0,0,,,
1528,0,0,0,0,,,
1529,0,0,0,0,,,
1530,1,0,151731,0,<br>在查看部队信息时可以向该部队发送入队申请。<br><br>部队信息中会标明该部队正在招募的职能、主要的活动内容和时间。<br><br>按下“提交入队申请”按钮可以尝试申请加入该部队。,,
1531,1,0,151732,0,<br>提交申请之后可以在快捷指令的“部队”一项中查看相应的状态。<br><br>按下“撤销入队申请”按钮可以将之前已经发出的申请收回。<br><br>在申请得到部队的批准之后才会正式加入。,,
1532,1,0,151733,0,<br>提交申请之后可以在快捷指令的“部队”一项中查看相应的状态。<br><br>按下“撤销入队申请”按钮可以将之前已经发出的申请收回。<br><br>在申请得到部队的批准之后才会正式加入。,,
1533,0,0,0,0,,,
1534,0,0,0,0,,,
1535,0,0,0,0,,,
1536,0,0,0,0,,,
1537,0,0,0,0,,,
1538,0,0,0,0,,,
1539,0,0,0,0,,,
1540,1,0,151741,0,<br>{{color|id=506|“挑战笔记”}}中记有各种各样的任务挑战，达成目标后可以得到相应的报酬。<br><br>不过这些记录每周都会重置一次，即使是已经完成过的任务，在下一周的时候还是需要重新进行挑战。,,
1541,1,0,151743,0,<br>{{color|id=506|“挑战笔记”}}中记有各种各样的任务挑战，达成目标后可以得到相应的报酬。<br><br>不过这些记录每周都会重置一次，即使是已经完成过的任务，在下一周的时候还是需要重新进行挑战。,,
1542,1,0,151742,0,<br>目标达成一定数量之后还会得到相应的额外奖励。<br><br>随着角色的成长和剧情的推进，笔记中的项目也会越来越多。,,
1543,0,0,0,0,,,
1544,0,0,0,0,,,
1545,0,0,0,0,,,
1546,0,0,0,0,,,
1547,0,0,0,0,,,
1548,0,0,0,0,,,
1549,0,0,0,0,,,
1550,1,0,151751,0,<br>能工巧匠可以通过{{color|id=506|“秘籍”}}学会新的制作配方。<br><br>每本秘籍中包含的配方数量不定，可能是一种配方，也可能是多种配方。<br><br>学会秘籍中的配方之后可以在制作笔记中进行查看。,,
1551,0,0,0,0,,,
1552,0,0,0,0,,,
1553,0,0,0,0,,,
1554,0,0,0,0,,,
1555,0,0,0,0,,,
1556,0,0,0,0,,,
1557,0,0,0,0,,,
1558,0,0,0,0,,,
1559,0,0,0,0,,,
1560,1,0,151761,0,<br>{{color|id=506|“武具投影”}}功能开放了！<br><br>在装备品的指令中选择{{color|id=506|“武具投影”}}可以将该装备品的外型完全变成另一种形象。,,
1561,1,0,151762,0,<br>在进行投影时需要一种叫做{{color|id=506|“幻象棱晶”}}的专用触媒。<br><br>{{color|id=500|※只有能够穿上的装备才可以进行投影。}},,
1562,1,0,151763,0,<br>变幻外型之后的装备品无法拿到市场上出售，也无法交易给他人。{{color|id=500|同时，进行投影的装备均会自动附加绑定属性。}}<br><br>通过武具投影功能，可以随时将喜欢的装备保留在自己身上，随时随地都能够保持最好的容姿！,,
1563,0,0,0,0,,,
1564,0,0,0,0,,,
1565,0,0,0,0,,,
1566,0,0,0,0,,,
1567,0,0,0,0,,,
1568,0,0,0,0,,,
1569,0,0,0,0,,,
1570,1,0,151771,0,<br>在苗圃或花盆中可以培育各种各样的作物。<br><br>在苗圃或花盆中培育作物之前，首先必须要准备好{{color|id=506|“种子”}}和{{color|id=506|“土壤”}}。<br><br>“种子”能够决定作物的种类。“土壤”则会影响作物的品质和数量。,,
1571,1,0,151772,0,<br>种子和土壤分别可以由园艺工与采矿工采集得到。<br><br>选好种子和土壤便可以在苗圃的地垄上或花盆里进行播种了。,,
1572,0,0,0,0,,,
1573,0,0,0,0,,,
1574,0,0,0,0,,,
1575,0,0,0,0,,,
1576,0,0,0,0,,,
1577,0,0,0,0,,,
1578,0,0,0,0,,,
1579,0,0,0,0,,,
1580,1,0,151781,0,<br>作物长时间得不到护理会变得枯萎。为了避免这种情况发生，一定要多加照顾才好。,,
1581,1,0,151782,0,<br>适当对作物施加肥料可以加快作物的成长。不过施肥的时间是有限制的，每地球时间1小时只能够施加1次肥料。,,
1582,0,0,0,0,,,
1583,0,0,0,0,,,
1584,0,0,0,0,,,
1585,0,0,0,0,,,
1586,0,0,0,0,,,
1587,0,0,0,0,,,
1588,0,0,0,0,,,
1589,0,0,0,0,,,
1590,1,0,151791,0,<br>作物成熟之后便可以收获了。收获的同时可以取得相应的道具。不过收获之后作物便会消失。,,
