key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
263,82,"","",1,False,"m5f1","","",438,1090,600,4,"萨维奈虾虎","船鳎","雷咏隆头鱼","黄金尖吻鲈","","","","","","","代米尔遗烈乡沿岸",255
264,82,"","",2,False,"m5f1","","",998,360,300,4,"卡嘉雅落选者","魔象蛙","蓝鳃太阳鱼","青铜皮皮拉鱼","","","","","","","巨胆石采掘场",256
265,85,"","",2,False,"m5f1","","",1500,419,1350,4,"绿剑尾鱼","饮乳鱼","塔门守卫","红鼓鱼","","","","","","","塔门",257
266,85,"","",2,False,"m5f1","","",1478,1018,1200,4,"绿剑尾鱼","饮乳鱼","矿炉飞鱼","长吻脂鲤","","","","","","","乳河",258
267,85,"","",2,False,"m5f1","","",1149,675,450,4,"绿剑尾鱼","拉札巴里克鱼","半月斗鱼","香蕉鳗鱼","","","","","","","帕瓦纳的悔悟",259
268,85,"","",2,False,"m5f1","","",1161,1187,750,4,"绿剑尾鱼","拉札巴里克鱼","小桓娑鱼","花角鱼","萨维奈鳄","","","","","","摩耶幻泉",260
269,85,"","",1,True,"m5f1","","",322,328,900,4,"火纹虾虎","汃汃呀鱼","纳茹奈章鱼","雄鸡鱼","矛齿鲸","","","","","","熏香海岸",261
270,83,"","",2,True,"m5f2","","",504,1484,600,4,"加雷马蛤蜊","小魂灵","艾布拉纳鳟","青磷核","冰原狗鱼","","","","","","艾布拉纳不冻池",262
271,83,"","",2,False,"m5f2","","",1100,408,1800,4,"加雷马蛤蜊","漆黑帝冠","艾布拉纳鳟","帝国琵琶鱼","蓝尾鲶","","","","","","洁白环濠",263
272,84,"","",2,False,"u5f1","","",1578,494,2400,4,"星蓝虹鳉","月夜丽鱼","泪眼","复制巨骨舌鱼","","","","","","","最伟大的森林",264
273,85,"","",7,True,"u5f1","","",1498,1560,300,4,"魇鱼","紫鱼","不完整菌类987","月面死亡蠕虫","","","","","","","荧光池",265
274,85,"","",7,False,"u5f1","","",1090,1538,600,4,"魇鱼","紫鱼","灵岩之剑","月壤龟","","","","","","","冻土裂痕",266
275,86,"","",2,False,"n5f1","","",508,876,1800,4,"岛屿跳鱼","白化鳅","登虹鱼","金光闪闪","犬梭鲃","","","","","","逍遥水径",267
276,87,"","",2,False,"n5f1","","",1202,440,900,4,"岛屿跳鱼","皮颏鱵","登虹鱼","巨脂鲤","","","","","","","翠牙园下层",268
277,87,"","",2,False,"n5f1","","",1634,762,1500,4,"岛屿跳鱼","花冠鮨","登虹鱼","助木剌","","","","","","","忘海",269
278,88,"","",7,False,"u5f2","","",994,1756,300,4,"超弦","真空虾","吞星鱼","宇宙噪声","","","","","","","沼癸辛γ",272
279,89,"","",7,False,"u5f2","","",426,1476,300,4,"超弦","玻璃鱼","吞星鱼","佛恩·米克","","","","","","","沼癸辛β",271
280,90,"","",7,False,"u5f2","","",298,1062,300,4,"超弦","龙鳞鱼","吞星鱼","伊普皮亚拉","噬卵者","","","","","","沼癸辛α",270
281,90,"","",2,False,"u5f2","","",698,528,600,4,"原型肉身","镜鱼","陨星尾","阿俄伊德","","","","","","","逡巡泉",273
282,90,"","",2,False,"u5f2","","",1079,389,750,4,"原型肉身","镜鱼","洄游星","","","","","","","","辞世绝句碑",274
283,89,"","",9,False,"u5f2","","",212,1706,900,4,"虫洞蠕虫","不明飞行物II","贤者癸辛","二十四足文明人","恐惊威","梅德龙星人","胡萝卜怪兽","","","","湖癸辛",275
284,90,"","",9,False,"u5f2","","",1824,406,900,4,"虫洞蠕虫","不明飞行物II","三叉神海兽","阿耳戈航员","碧鱼莲","宇宙象","阿勒刻托","","","","湖丙α",276
285,90,"","",9,True,"u5f2","","",1202,808,600,4,"虫洞蠕虫","不明飞行物II","三叉神海兽","事件穹界的回归者","额外维度实体-9318","未受生魂","法拉伊那","","","","湖丙β",277
286,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
287,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
288,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
289,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
290,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
291,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
292,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
293,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
294,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
295,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
296,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
297,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
298,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
299,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
300,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
301,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
302,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
303,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
304,0,"","",0,False,,"","",0,0,0,0,"","","","","","","","","","","",0
10000,70,"","",2,False,,"","",0,0,0,0,"多玛鳟","东洲巨骨舌鱼","","","","","","","","","多玛飞地",0
10001,70,"","",2,False,,"","",0,0,0,0,"第二期重建用的云冠跳鱼","第二期重建用的冥想鱼","第二期重建用的苦鱼","第二期重建用的凯门鳄","","","","","","","云冠洞穴",0
10002,1,"","",2,False,,"","",0,0,0,0,"第二期重建用的云冠跳鱼","第二期重建用的冥想鱼","第二期重建用的豹鱼","第二期重建用的雀鳝","","","","","","","云冠西南池",0
10003,60,"","",2,False,,"","",0,0,0,0,"第二期重建用的云冠跳鱼","第二期重建用的冥想鱼","第二期重建用的巨骨舌鱼","第二期重建用的褐飞刀","","","","","","","云冠西北池",0
10004,80,"","",5,False,,"","",0,0,0,0,"第二期重建用的破云飞鱼","第二期重建用的吸血魔毯","第二期重建用的妖精翼龙","第二期重建用的特供菱龙","第二期重建用的特供彗星鱼","","","","","","狂风云海",0
10005,80,"","",5,False,,"","",0,0,0,0,"第二期重建用的破云飞鱼","第二期重建用的吸血魔毯","第二期重建用的飞蝠鲼","第二期重建用的特供哥布面具","第二期重建用的特供奇虾","","","","","","无风云海",0
10006,80,"","",5,False,,"","",0,0,0,0,"第二期重建用的破云飞鱼","第二期重建用的吸血魔毯","第二期重建用的妖精翼龙","第二期重建用的特供翼手龙","第二期重建用的特供喙嘴龙","","","","","","旋风云海",0
10007,80,"","",5,False,,"","",0,0,0,0,"第二期重建用的破云飞鱼","第二期重建用的吸血魔毯","第二期重建用的飞蝠鲼","第二期重建用的特供天鱼","第二期重建用的特供龙魂","","","","","","摇风云海",0
10008,70,"","",2,False,,"","",0,0,0,0,"第三期重建用的洞穴螯虾","第三期重建用的绿灯球藻","第三期重建用的徘徊鲶鱼","第三期重建用的稻鱼","","","","","","","云冠洞穴",0
10009,1,"","",2,False,,"","",0,0,0,0,"第三期重建用的雷纹鱼","第三期重建用的鳄龟","第三期重建用的骨舌鱼","第三期重建用的泥仙人","","","","","","","云冠西南池",0
10010,60,"","",2,False,,"","",0,0,0,0,"第三期重建用的弹涂鱼","第三期重建用的菜蛙","第三期重建用的黄金鳅","第三期重建用的仙女鲈","","","","","","","云冠西北池",0
10011,80,"","",5,False,,"","",0,0,0,0,"第三期重建用的蛉蝎","第三期重建用的白影","第三期重建用的无齿翼龙","第三期重建用的特供白丽鱼","第三期重建用的特供始祖鸟","","","","","","狂风云海",0
10012,80,"","",5,False,,"","",0,0,0,0,"第三期重建用的蛉蝎","第三期重建用的白影","第三期重建用的皇家披风","第三期重建用的特供飞蝠鲼","第三期重建用的特供云鲨","","","","","","无风云海",0
10013,80,"","",5,False,,"","",0,0,0,0,"第三期重建用的蛉蝎","第三期重建用的白影","第三期重建用的蓝色美杜莎","第三期重建用的特供沧龙","第三期重建用的特供飞龙","","","","","","旋风云海",0
10014,80,"","",5,False,,"","",0,0,0,0,"第三期重建用的蛉蝎","第三期重建用的白影","第三期重建用的飞翼鲂","第三期重建用的特供飞沙鱼","第三期重建用的特供旋齿鲨","","","","","","摇风云海",0
10015,80,"","",5,False,,"","",0,0,0,0,"第三期重建用的蛉蝎","第三期重建用的白影","第二期重建用的特供菱龙","第二期重建用的特供哥布面具","第二期重建用的特供彗星鱼","第二期重建用的特供奇虾","","","","","息风云海",0
10016,80,"","",5,False,,"","",0,0,0,0,"第三期重建用的蛉蝎","第三期重建用的白影","第二期重建用的特供翼手龙","第二期重建用的特供天鱼","第二期重建用的特供喙嘴龙","第二期重建用的特供龙魂","","","","","狂风云海",0
10017,70,"","",2,False,,"","",0,0,0,0,"第四期重建用的星花","第四期重建用的青色螃蟹","第四期重建用的不忠蛇","第四期重建用的欧洛浦肯","","","","","","","云冠洞穴",0
10018,1,"","",2,False,,"","",0,0,0,0,"第四期重建用的嘎牙子","第四期重建用的雕金蟹","第四期重建用的斜方鱊","第四期重建用的苍穹鳅","","","","","","","云冠西南池",0
10019,60,"","",2,False,,"","",0,0,0,0,"第四期重建用的冰川核","第四期重建用的亲吻鱼","第四期重建用的斩马鱼","第四期重建用的魔帆","","","","","","","云冠西北池",0
10020,80,"","",5,False,,"","",0,0,0,0,"第四期重建用的清澈冰战神","第四期重建用的不死鱼","第四期重建用的白马","第四期重建用的特供汗鱼","第四期重建用的特供马尔三叶虫","","","","","","狂风云海",0
10021,80,"云海中有扭曲的黑影掠过！","扭曲的黑影不见了……",5,False,,"","",0,0,0,0,"第四期重建用的清澈冰战神","第四期重建用的不死鱼","第四期重建用的海云水母","第四期重建用的特供雕塑家","第四期重建用的特供红波太郎","","","","","","无风云海",0
10022,80,"","",5,False,,"","",0,0,0,0,"第四期重建用的清澈冰战神","第四期重建用的不死鱼","第四期重建用的黑头巾","第四期重建用的特供小撒拉奥斯","第四期重建用的特供狮鹫","","","","","","旋风云海",0
10023,80,"一瞬间观察到了仿佛是以雷电般的速度穿梭于云海的生物！","以雷电般的速度穿梭于云海的生物不见了……",5,False,,"","",0,0,0,0,"第四期重建用的清澈冰战神","第四期重建用的不死鱼","第四期重建用的翻车鱼","第四期重建用的特供蓝色风暴","第四期重建用的特供巨脉蜻蜓","","","","","","摇风云海",0
10024,80,"","",5,False,,"","",0,0,0,0,"第四期重建用的清澈冰战神","第四期重建用的不死鱼","第二期重建用的特供菱龙","第二期重建用的特供哥布面具","第二期重建用的特供彗星鱼","第二期重建用的特供奇虾","第三期重建用的特供白丽鱼","第三期重建用的特供飞蝠鲼","第三期重建用的特供始祖鸟","第三期重建用的特供云鲨","息风云海",0
10025,80,"","",5,False,,"","",0,0,0,0,"第四期重建用的清澈冰战神","第四期重建用的不死鱼","第二期重建用的特供翼手龙","第二期重建用的特供天鱼","第二期重建用的特供喙嘴龙","第二期重建用的特供龙魂","第三期重建用的特供沧龙","第三期重建用的特供飞沙鱼","第三期重建用的特供飞龙","第三期重建用的特供旋齿鲨","狂风云海",0
